33;;Frankreich;
33;1;Frankreich;Paris
33;2;Frankreich;Nordwest-Frankreich/Northwest France
33;3;Frankreich;Nordost-Frankreich/Northeast France
33;4;Frankreich;Südost-Frankreich/Southeast France
33;5;Frankreich;Südwest-Frankreich/Southwest France
33;6;Frankreich;Mobiltelefon/Mobile phone 
33;800;Frankreich;Freephone (numéro vert)
33;805;Frankreich;Freephone (numéro vert)
33;809;Frankreich;Freephone (numéro vert)
33;819;Frankreich;Freephone (numéro vert)
33;810;Frankreich;Local Call Price (numéro azur)
33;811;Frankreich;Local Call Price (numéro azur)
33;820;Frankreich;Variable Rate Price (numéro indigo)
33;821;Frankreich;Variable Rate Price (numéro indigo)
33;825;Frankreich;Variable Rate Price (numéro indigo)
33;829;Frankreich;Premium Rate Price (Audiotel)
